Attrition_Flag,Customer_Age,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy
Attrited Customer,53,5,Uneducated,Married,R120K +,Blue,38,4,2,2,19138,0,19138
Existing Customer,47,2,Graduate,Unknown,R80K - R120K,Blue,41,2,2,2,21325,2197,19128
Existing Customer,53,2,Uneducated,Single,R60K - R80K,Blue,40,5,2,2,19116,0,19116
Existing Customer,50,3,High School,Single,R80K - R120K,Blue,39,3,3,2,21322,2216,19106
Existing Customer,53,0,Graduate,Married,R120K +,Blue,33,4,3,3,21006,1905,19101
Existing Customer,43,1,Graduate,Single,R60K - R80K,Blue,37,4,3,4,20013,922,19091
Existing Customer,57,1,Unknown,Single,R60K - R80K,Blue,43,3,3,1,19090,0,19090
Existing Customer,49,5,Unknown,Single,R80K - R120K,Blue,30,3,2,1,20895,1808,19087
Attrited Customer,48,3,Graduate,Single,R60K - R80K,Blue,42,3,2,4,19075,0,19075
Existing Customer,39,3,Graduate,Single,R80K - R120K,Blue,34,4,3,5,19074,0,19074
Existing Customer,30,1,College,Single,Unknown,Blue,13,3,3,3,21590,2517,19073
Existing Customer,48,2,Doctorate,Single,R120K +,Blue,41,5,2,1,20148,1084,19064
Existing Customer,42,2,Post-Graduate,Single,R60K - R80K,Blue,26,6,2,3,20803,1747,19056
Existing Customer,49,5,Unknown,Single,R40K - R60K,Silver,41,4,2,2,20756,1710,19046
Existing Customer,43,3,College,Unknown,R60K - R80K,Blue,37,5,2,3,19044,0,19044
Existing Customer,38,2,Unknown,Single,R80K - R120K,Blue,28,4,3,2,20241,1203,19038
Existing Customer,45,3,Post-Graduate,Married,R80K - R120K,Blue,35,3,3,2,20640,1603,19037
Attrited Customer,52,3,High School,Single,R120K +,Blue,47,6,1,3,19032,0,19032
Existing Customer,45,3,College,Unknown,R80K - R120K,Blue,31,2,1,4,20958,1936,19022
Existing Customer,46,3,High School,Single,R60K - R80K,Blue,39,5,3,1,20229,1217,19012
Existing Customer,50,2,Graduate,Single,R80K - R120K,Blue,38,4,1,1,19999,1007,18992
Existing Customer,38,2,Graduate,Single,Unknown,Blue,30,4,1,4,19595,610,18985
Attrited Customer,40,4,Unknown,Single,R60K - R80K,Blue,30,4,3,6,18975,0,18975
Existing Customer,47,4,Doctorate,Married,R60K - R80K,Blue,36,4,1,1,19665,706,18959
Existing Customer,37,1,Graduate,Married,R60K - R80K,Blue,31,5,1,2,20144,1195,18949
Existing Customer,46,3,Graduate,Divorced,R80K - R120K,Blue,36,2,2,1,20434,1504,18930
Attrited Customer,41,4,Graduate,Unknown,R80K - R120K,Blue,31,3,3,2,19782,868,18914
Existing Customer,38,2,Uneducated,Married,R80K - R120K,Blue,33,3,1,4,20117,1226,18891
Attrited Customer,47,4,Uneducated,Unknown,Unknown,Blue,36,3,3,3,18873,0,18873
Existing Customer,55,4,Post-Graduate,Married,R80K - R120K,Blue,43,6,2,4,21351,2517,18834
Existing Customer,28,1,Post-Graduate,Single,Unknown,Blue,13,4,3,3,20030,1204,18826
Existing Customer,54,1,High School,Married,R60K - R80K,Blue,36,4,1,4,20050,1225,18825
Existing Customer,62,0,High School,Single,Unknown,Blue,50,6,2,2,18819,0,18819
Existing Customer,36,1,Graduate,Single,R60K - R80K,Blue,24,3,2,1,20101,1299,18802
Existing Customer,53,0,Graduate,Single,R80K - R120K,Blue,34,3,1,4,20231,1434,18797
Existing Customer,56,2,Graduate,Single,R60K - R80K,Blue,36,3,2,2,18776,0,18776
Existing Customer,40,3,Graduate,Married,Unknown,Blue,28,6,1,2,20420,1657,18763
Existing Customer,35,3,Graduate,Married,R60K - R80K,Blue,36,4,1,4,19671,924,18747
Existing Customer,40,2,Graduate,Married,R40K - R60K,Silver,33,4,3,1,18737,0,18737
Existing Customer,50,1,Post-Graduate,Married,Unknown,Blue,46,2,2,1,19349,615,18734
Attrited Customer,62,0,High School,Single,R60K - R80K,Blue,51,3,2,4,18734,0,18734
Existing Customer,36,4,Graduate,Single,R60K - R80K,Blue,36,3,2,1,20337,1605,18732
Existing Customer,48,5,Unknown,Divorced,Unknown,Blue,43,4,3,2,20974,2249,18725
Existing Customer,51,2,Unknown,Unknown,R120K +,Blue,33,6,2,2,19715,1014,18701
Existing Customer,46,4,Uneducated,Single,R80K - R120K,Blue,28,4,3,2,19843,1178,18665
Existing Customer,54,3,High School,Married,R120K +,Blue,42,6,3,2,20311,1655,18656
Existing Customer,48,4,Graduate,Married,R40K - R60K,Silver,43,3,1,0,21163,2517,18646
Existing Customer,45,5,Uneducated,Single,R60K - R80K,Blue,32,1,2,1,20633,1989,18644
Existing Customer,47,4,Post-Graduate,Divorced,R60K - R80K,Blue,36,4,2,5,20237,1593,18644
Existing Customer,41,1,Graduate,Divorced,R80K - R120K,Blue,35,6,2,3,19412,770,18642
Attrited Customer,40,4,Post-Graduate,Married,R60K - R80K,Blue,35,3,4,3,20178,1553,18625
Existing Customer,33,3,Unknown,Single,R40K - R60K,Silver,36,2,3,3,19594,971,18623
Existing Customer,43,3,Unknown,Unknown,R80K - R120K,Blue,38,6,2,3,20348,1732,18616
Existing Customer,48,3,Post-Graduate,Married,Unknown,Blue,36,3,1,3,20631,2048,18583
Existing Customer,41,3,High School,Divorced,R60K - R80K,Blue,33,2,2,2,20749,2171,18578
Existing Customer,51,0,Uneducated,Married,Unknown,Blue,39,1,3,2,19387,810,18577
Existing Customer,61,2,Uneducated,Married,R60K - R80K,Blue,48,4,1,2,18571,0,18571
Existing Customer,26,0,Graduate,Divorced,Unknown,Blue,36,6,1,3,21084,2517,18567
Attrited Customer,40,3,High School,Single,R80K - R120K,Blue,29,2,2,4,18563,0,18563
Attrited Customer,63,0,Graduate,Single,Unknown,Blue,55,5,0,2,18550,0,18550
Attrited Customer,58,4,High School,Divorced,Unknown,Blue,45,4,1,1,21065,2517,18548
Existing Customer,46,3,Graduate,Married,R80K - R120K,Blue,36,6,3,1,19838,1290,18548
Existing Customer,40,3,Post-Graduate,Married,R80K - R120K,Blue,36,5,3,2,20371,1832,18539
Existing Customer,58,1,Graduate,Married,R60K - R80K,Blue,48,2,3,2,20724,2221,18503
Existing Customer,53,1,Unknown,Married,R120K +,Blue,36,2,3,3,19252,751,18501
Existing Customer,44,3,Graduate,Single,R40K - R60K,Silver,29,5,1,3,19360,870,18490
Existing Customer,40,3,College,Divorced,R60K - R80K,Blue,34,3,3,3,19666,1180,18486
Existing Customer,43,3,Graduate,Single,R60K - R80K,Blue,34,6,1,2,20755,2276,18479
Existing Customer,48,4,Graduate,Married,R60K - R80K,Blue,37,2,2,1,18477,0,18477
Existing Customer,40,2,Unknown,Single,R120K +,Blue,21,6,4,3,20056,1602,18454
Existing Customer,43,2,Graduate,Married,R60K - R80K,Blue,28,6,3,2,19826,1389,18437
Attrited Customer,49,4,High School,Single,R60K - R80K,Blue,30,6,3,3,18418,0,18418
Existing Customer,44,4,Uneducated,Single,R80K - R120K,Blue,31,3,2,3,19719,1303,18416
Existing Customer,57,2,Uneducated,Single,R40K - R60K,Silver,36,6,3,0,19482,1072,18410
Existing Customer,50,2,Graduate,Single,R80K - R120K,Blue,36,4,2,1,19595,1187,18408
Existing Customer,43,2,Post-Graduate,Married,Unknown,Blue,36,3,3,3,20156,1759,18397
Existing Customer,46,1,Uneducated,Married,R60K - R80K,Blue,36,3,2,2,20459,2071,18388
Existing Customer,50,1,Graduate,Single,R40K - R60K,Silver,31,2,2,3,18386,0,18386
Existing Customer,34,1,Uneducated,Married,R120K +,Blue,36,6,2,1,19630,1251,18379
Existing Customer,61,0,Uneducated,Single,R80K - R120K,Blue,36,4,2,1,19354,984,18370
Existing Customer,50,3,High School,Single,R40K - R60K,Silver,44,4,3,4,19853,1513,18340
Existing Customer,45,0,Uneducated,Single,R80K - R120K,Blue,36,1,4,3,20356,2031,18325
Existing Customer,49,0,Doctorate,Married,R60K - R80K,Blue,39,5,6,3,19719,1395,18324
Existing Customer,34,1,Graduate,Unknown,R60K - R80K,Blue,27,5,2,4,19900,1581,18319
Existing Customer,40,2,Graduate,Married,R120K +,Blue,28,6,3,3,18295,0,18295
Existing Customer,38,3,Graduate,Single,R60K - R80K,Blue,25,3,3,4,18293,0,18293
Existing Customer,48,1,College,Married,R60K - R80K,Blue,29,4,3,2,19324,1040,18284
Existing Customer,35,2,Uneducated,Single,R60K - R80K,Blue,16,6,3,2,18278,0,18278
Existing Customer,51,3,High School,Single,R120K +,Blue,36,5,1,4,20741,2504,18237
Existing Customer,42,2,Graduate,Unknown,Unknown,Blue,34,5,2,2,19373,1142,18231
Attrited Customer,43,4,Doctorate,Unknown,R60K - R80K,Blue,28,3,2,4,18229,0,18229
Existing Customer,49,2,Uneducated,Married,R80K - R120K,Blue,31,1,5,3,20734,2517,18217
Existing Customer,49,4,Graduate,Single,R80K - R120K,Blue,43,1,2,2,20701,2517,18184
Existing Customer,47,4,Graduate,Married,R80K - R120K,Blue,34,6,3,3,18178,0,18178
Existing Customer,50,4,Post-Graduate,Married,Unknown,Blue,41,6,3,4,18178,0,18178
Existing Customer,45,3,Graduate,Married,R80K - R120K,Blue,36,3,3,1,20274,2100,18174
Existing Customer,45,0,Doctorate,Married,R40K - R60K,Silver,36,1,1,3,19107,933,18174
Existing Customer,42,1,Unknown,Single,Unknown,Blue,22,4,2,2,19127,985,18142
Existing Customer,50,4,Graduate,Married,R60K - R80K,Blue,34,5,1,1,18142,0,18142
Attrited Customer,55,3,Graduate,Single,R40K - R60K,Silver,45,2,3,1,18128,0,18128
Existing Customer,37,1,Doctorate,Single,R80K - R120K,Blue,30,6,3,2,19300,1181,18119
Existing Customer,56,3,High School,Single,R80K - R120K,Blue,44,5,2,0,19030,912,18118
Attrited Customer,49,3,Uneducated,Unknown,R60K - R80K,Blue,41,3,4,4,18075,0,18075
Existing Customer,37,3,Unknown,Single,Unknown,Blue,32,3,4,4,19636,1566,18070
Existing Customer,39,3,High School,Married,R80K - R120K,Blue,27,1,3,1,19150,1093,18057
Existing Customer,46,3,Graduate,Married,R60K - R80K,Blue,37,6,3,3,18821,774,18047
Existing Customer,52,2,High School,Married,R80K - R120K,Blue,36,2,3,1,18046,0,18046
Existing Customer,46,3,College,Married,R80K - R120K,Blue,41,4,3,1,18927,887,18040
Existing Customer,47,4,Doctorate,Single,R80K - R120K,Blue,36,3,1,1,18037,0,18037
Existing Customer,46,3,High School,Married,R80K - R120K,Blue,40,4,3,3,19458,1435,18023
Existing Customer,55,2,High School,Single,R80K - R120K,Blue,36,3,2,2,18022,0,18022
Existing Customer,49,1,Graduate,Single,R80K - R120K,Blue,36,6,2,2,18886,895,17991
Existing Customer,49,3,Graduate,Single,R40K - R60K,Silver,36,1,3,1,20176,2219,17957
Attrited Customer,45,3,Graduate,Married,Unknown,Blue,36,5,2,3,18432,484,17948
Existing Customer,46,2,High School,Married,R120K +,Blue,36,5,3,2,19727,1785,17942
Attrited Customer,47,2,High School,Married,R60K - R80K,Blue,39,2,3,1,18660,728,17932
Existing Customer,53,3,College,Single,R60K - R80K,Blue,36,5,1,1,19940,2018,17922
Attrited Customer,42,2,Graduate,Single,R40K - R60K,Silver,32,4,3,3,17909,0,17909
Existing Customer,40,2,High School,Single,R80K - R120K,Blue,28,6,2,4,19279,1427,17852
Existing Customer,57,4,Uneducated,Married,R120K +,Blue,38,6,6,2,19802,1961,17841
Existing Customer,45,3,Uneducated,Divorced,Unknown,Blue,36,6,3,2,20356,2517,17839
Existing Customer,53,3,Post-Graduate,Single,R80K - R120K,Blue,44,5,2,2,19063,1236,17827
Existing Customer,50,1,Unknown,Single,R120K +,Blue,44,5,3,1,17827,0,17827
Existing Customer,39,1,Post-Graduate,Single,R40K - R60K,Silver,32,5,2,3,17814,0,17814
Existing Customer,48,2,Uneducated,Single,R40K - R60K,Silver,40,2,3,2,17812,0,17812
Existing Customer,42,3,High School,Married,R120K +,Blue,36,3,1,2,19156,1353,17803
Existing Customer,39,3,Unknown,Married,R80K - R120K,Blue,33,6,6,4,18582,794,17788
Existing Customer,52,1,High School,Single,R120K +,Blue,38,3,1,2,19709,1924,17785
Existing Customer,49,4,Uneducated,Married,R120K +,Blue,38,2,3,1,18991,1208,17783
Existing Customer,51,2,Graduate,Married,R80K - R120K,Blue,36,4,3,2,19262,1480,17782
Existing Customer,65,0,Uneducated,Single,Unknown,Blue,56,5,3,5,20130,2355,17775
Existing Customer,42,2,Uneducated,Single,R80K - R120K,Blue,37,3,3,4,19366,1592,17774
Existing Customer,45,4,Uneducated,Married,R40K - R60K,Silver,36,6,2,2,18679,905,17774
Existing Customer,48,3,High School,Single,R60K - R80K,Blue,44,5,1,1,19272,1519,17753
Existing Customer,37,1,Unknown,Married,R60K - R80K,Blue,19,6,1,2,18951,1243,17708
Existing Customer,58,3,Graduate,Married,R80K - R120K,Blue,54,4,3,3,18713,1022,17691
Existing Customer,54,3,High School,Single,R80K - R120K,Blue,36,4,1,3,17686,0,17686
Existing Customer,42,3,Uneducated,Married,R120K +,Blue,28,2,3,1,19192,1507,17685
Existing Customer,49,1,Uneducated,Married,Unknown,Blue,36,2,3,2,19846,2162,17684
Attrited Customer,45,3,Graduate,Divorced,Unknown,Blue,37,5,2,6,17678,0,17678
Attrited Customer,46,2,Doctorate,Married,R80K - R120K,Blue,29,1,2,5,17667,0,17667
Existing Customer,44,3,Unknown,Married,Unknown,Blue,25,6,1,3,19897,2232,17665
Existing Customer,47,3,Uneducated,Single,R60K - R80K,Blue,36,3,3,2,17656,0,17656
Existing Customer,47,1,High School,Single,R80K - R120K,Blue,36,4,3,4,17655,0,17655
Existing Customer,55,1,Unknown,Unknown,R120K +,Blue,46,4,1,2,19849,2205,17644
Existing Customer,40,4,Doctorate,Single,Unknown,Blue,24,3,2,4,18806,1192,17614
Existing Customer,57,4,Graduate,Married,R80K - R120K,Blue,46,3,2,3,19270,1662,17608
Existing Customer,46,4,Graduate,Single,R80K - R120K,Blue,35,4,3,3,18325,723,17602
Existing Customer,53,1,Graduate,Single,R80K - R120K,Blue,41,5,3,3,18591,994,17597
Attrited Customer,39,2,Graduate,Divorced,R40K - R60K,Silver,23,5,2,3,17894,304,17590
Existing Customer,45,3,High School,Divorced,R60K - R80K,Blue,40,4,1,2,17576,0,17576
Existing Customer,43,4,Graduate,Divorced,R80K - R120K,Blue,36,5,1,1,19188,1622,17566
Existing Customer,56,1,Uneducated,Divorced,Unknown,Blue,52,6,1,2,17561,0,17561
Existing Customer,47,4,Uneducated,Married,R60K - R80K,Blue,36,3,3,3,17557,0,17557
Existing Customer,39,0,High School,Single,Unknown,Blue,27,6,3,3,17531,0,17531
Existing Customer,58,4,Uneducated,Single,R40K - R60K,Silver,50,5,2,3,18431,902,17529
Existing Customer,33,1,College,Single,R80K - R120K,Blue,26,4,3,4,19136,1608,17528
Attrited Customer,39,4,Graduate,Married,R80K - R120K,Blue,30,5,2,2,17523,0,17523
Attrited Customer,40,1,Post-Graduate,Married,R60K - R80K,Blue,36,6,3,4,18386,890,17496
Existing Customer,35,2,Unknown,Divorced,Unknown,Blue,31,2,2,2,19033,1555,17478
Existing Customer,41,5,High School,Married,R40K - R60K,Silver,36,2,1,1,19281,1805,17476
Existing Customer,41,3,Doctorate,Married,R40K - R60K,Silver,33,1,1,2,18266,822,17444
Existing Customer,51,0,Graduate,Married,R120K +,Blue,36,4,2,3,18733,1292,17441
Existing Customer,39,2,Graduate,Married,R80K - R120K,Blue,34,6,3,2,17438,0,17438
Existing Customer,45,3,High School,Divorced,R80K - R120K,Blue,26,3,2,2,18410,974,17436
Existing Customer,51,1,Unknown,Single,R80K - R120K,Blue,41,6,2,2,18749,1314,17435
Existing Customer,40,3,High School,Married,R40K - R60K,Silver,34,2,2,2,19000,1568,17432
Existing Customer,49,2,Unknown,Unknown,R80K - R120K,Blue,43,5,2,2,18379,999,17380
Existing Customer,44,2,College,Married,R60K - R80K,Blue,27,3,1,2,19114,1754,17360
Existing Customer,47,1,Graduate,Married,R60K - R80K,Blue,36,4,3,2,19063,1714,17349
Existing Customer,47,4,High School,Single,R40K - R60K,Silver,32,3,3,4,18535,1192,17343
Existing Customer,50,2,Unknown,Married,R60K - R80K,Blue,37,6,3,2,18085,747,17338
Existing Customer,42,3,High School,Married,R80K - R120K,Blue,36,2,3,3,18177,841,17336
Existing Customer,43,3,High School,Unknown,R40K - R60K,Silver,25,1,2,1,17328,0,17328
Existing Customer,39,5,Unknown,Married,R80K - R120K,Blue,36,4,3,3,19435,2120,17315
Existing Customer,44,3,High School,Single,R80K - R120K,Blue,35,3,3,4,18358,1044,17314
Attrited Customer,43,2,Post-Graduate,Single,R60K - R80K,Blue,36,2,3,3,17306,0,17306
Attrited Customer,55,0,High School,Divorced,R80K - R120K,Blue,44,4,3,3,19793,2488,17305
Existing Customer,47,3,Doctorate,Single,R40K - R60K,Silver,39,3,2,1,18341,1060,17281
Existing Customer,47,1,Graduate,Single,R80K - R120K,Blue,31,4,1,2,18026,755,17271
Existing Customer,46,4,College,Married,R40K - R60K,Silver,36,3,2,2,18956,1694,17262
Existing Customer,35,2,High School,Married,R60K - R80K,Blue,36,4,2,4,19127,1880,17247
Existing Customer,49,2,Unknown,Married,R120K +,Blue,36,4,2,0,19763,2517,17246
Attrited Customer,43,3,Graduate,Married,R60K - R80K,Blue,36,4,2,3,17239,0,17239
Existing Customer,35,0,Unknown,Single,R60K - R80K,Blue,36,3,1,2,17236,0,17236
Existing Customer,44,2,Graduate,Married,R80K - R120K,Blue,36,2,2,2,19141,1933,17208
Existing Customer,55,3,Graduate,Single,R80K - R120K,Blue,51,6,2,3,17198,0,17198
Existing Customer,46,2,Unknown,Married,R80K - R120K,Blue,30,6,3,0,18578,1385,17193
Existing Customer,49,3,Unknown,Married,R60K - R80K,Blue,36,6,2,4,17811,643,17168
Attrited Customer,62,0,Unknown,Single,R40K - R60K,Silver,42,3,4,4,17161,0,17161
Existing Customer,44,4,Unknown,Single,R60K - R80K,Blue,36,3,1,2,18721,1568,17153
Existing Customer,49,1,Unknown,Single,R60K - R80K,Blue,37,1,2,2,18349,1209,17140
Existing Customer,49,3,Graduate,Single,R120K +,Blue,29,5,2,2,18284,1144,17140
Existing Customer,45,3,Uneducated,Single,R80K - R120K,Blue,39,3,1,0,17996,864,17132
Existing Customer,57,2,Unknown,Married,R80K - R120K,Blue,46,2,3,0,18871,1740,17131
Existing Customer,53,0,Graduate,Single,R60K - R80K,Blue,35,3,1,3,17721,596,17125
Existing Customer,53,2,Graduate,Single,R120K +,Blue,36,3,2,2,18551,1434,17117
Existing Customer,44,3,Uneducated,Single,Unknown,Blue,31,4,2,3,18056,940,17116
Existing Customer,41,4,Post-Graduate,Married,R60K - R80K,Blue,32,5,3,2,18001,906,17095
Existing Customer,41,4,High School,Married,R120K +,Blue,35,5,4,2,18232,1140,17092
Existing Customer,50,3,Unknown,Single,R120K +,Blue,33,4,1,4,17087,0,17087
Existing Customer,53,1,College,Divorced,Unknown,Blue,36,3,1,3,17054,0,17054
Existing Customer,55,2,College,Married,R80K - R120K,Blue,50,4,2,4,19159,2108,17051
Existing Customer,37,3,High School,Single,Unknown,Blue,28,3,1,4,18570,1524,17046
Existing Customer,54,2,College,Married,R80K - R120K,Blue,44,4,3,3,18750,1705,17045
Attrited Customer,47,4,Graduate,Divorced,R80K - R120K,Blue,39,4,3,4,17504,476,17028
Existing Customer,40,3,Graduate,Single,R120K +,Blue,27,4,2,3,17018,0,17018
Existing Customer,47,1,Unknown,Divorced,R80K - R120K,Blue,38,5,3,5,18432,1422,17010
Existing Customer,32,1,Graduate,Single,Unknown,Blue,26,6,3,4,18889,1880,17009
Existing Customer,38,2,Unknown,Married,R80K - R120K,Blue,34,4,1,3,19259,2266,16993
Existing Customer,53,2,High School,Single,R120K +,Blue,35,4,2,1,19040,2056,16984
Existing Customer,53,3,High School,Single,R80K - R120K,Blue,42,6,3,3,18531,1548,16983
Attrited Customer,46,0,College,Single,R80K - R120K,Blue,39,2,3,3,16983,0,16983
Existing Customer,39,4,High School,Married,R60K - R80K,Blue,32,4,2,2,19198,2218,16980
Existing Customer,56,2,High School,Married,R120K +,Blue,41,4,1,3,18442,1470,16972
Existing Customer,52,5,Doctorate,Single,R40K - R60K,Silver,39,4,2,2,17835,868,16967
Existing Customer,47,2,Post-Graduate,Single,R60K - R80K,Blue,39,1,3,2,17575,618,16957
Existing Customer,40,2,Graduate,Divorced,Unknown,Blue,23,6,2,1,18332,1376,16956
Existing Customer,57,4,Post-Graduate,Married,R120K +,Blue,51,4,2,3,16952,0,16952
Existing Customer,35,4,High School,Unknown,Unknown,Blue,26,2,1,2,16950,0,16950
Existing Customer,51,1,Graduate,Married,R40K - R60K,Silver,36,6,2,2,17905,980,16925
Attrited Customer,29,1,High School,Single,R60K - R80K,Blue,17,6,1,3,17744,829,16915
Attrited Customer,51,2,Uneducated,Single,R120K +,Blue,39,3,3,1,16868,0,16868
Attrited Customer,56,2,College,Single,R120K +,Blue,50,2,2,3,16867,0,16867
Existing Customer,64,1,High School,Divorced,Unknown,Blue,36,3,3,1,18038,1184,16854
Attrited Customer,54,1,Post-Graduate,Unknown,R80K - R120K,Blue,36,1,3,2,18512,1664,16848
Existing Customer,52,3,College,Married,R80K - R120K,Blue,39,3,3,2,18352,1509,16843
Existing Customer,62,2,Graduate,Single,R60K - R80K,Blue,56,2,3,2,18224,1383,16841
Existing Customer,46,4,Graduate,Married,Unknown,Blue,38,3,2,3,16815,0,16815
Existing Customer,49,3,Graduate,Single,Unknown,Blue,37,4,3,4,17345,545,16800
Existing Customer,43,2,Graduate,Single,R40K - R60K,Silver,39,3,1,2,18524,1736,16788
Existing Customer,50,2,Uneducated,Married,Unknown,Blue,44,6,2,5,16763,0,16763
Existing Customer,50,1,Doctorate,Married,R80K - R120K,Blue,36,5,3,3,18964,2207,16757
Existing Customer,40,2,Graduate,Married,Unknown,Blue,29,5,2,2,18862,2105,16757
Existing Customer,53,3,Unknown,Married,R80K - R120K,Blue,40,2,2,3,16747,0,16747
Existing Customer,45,4,Graduate,Single,R60K - R80K,Blue,30,6,2,2,17625,894,16731
Existing Customer,38,3,Uneducated,Married,R80K - R120K,Blue,29,2,2,2,16722,0,16722
Existing Customer,48,4,Doctorate,Single,R80K - R120K,Blue,36,6,3,4,18102,1381,16721
Existing Customer,48,3,Graduate,Married,R40K - R60K,Silver,40,5,3,4,18965,2262,16703
Existing Customer,44,4,Uneducated,Unknown,R40K - R60K,Silver,40,1,1,2,18072,1378,16694
Existing Customer,51,2,Graduate,Married,Unknown,Blue,36,5,3,3,17412,730,16682
Existing Customer,42,1,Uneducated,Divorced,R60K - R80K,Blue,30,3,2,2,18570,1892,16678
Existing Customer,41,2,Unknown,Single,R80K - R120K,Blue,34,3,3,1,19110,2449,16661
Existing Customer,35,3,Graduate,Single,R40K - R60K,Silver,17,6,3,2,16659,0,16659
Existing Customer,42,4,Graduate,Divorced,R80K - R120K,Blue,35,3,2,2,18274,1623,16651
Existing Customer,53,3,High School,Married,R120K +,Blue,47,5,1,3,19081,2431,16650
Existing Customer,40,2,Graduate,Married,R80K - R120K,Blue,31,5,1,2,18693,2052,16641
Existing Customer,46,5,High School,Married,R40K - R60K,Silver,28,5,1,3,18797,2158,16639
Existing Customer,41,2,Graduate,Single,R40K - R60K,Silver,30,5,2,3,17706,1081,16625
Existing Customer,49,4,Post-Graduate,Single,Unknown,Blue,44,6,3,2,18206,1586,16620
Existing Customer,50,3,Uneducated,Single,R80K - R120K,Blue,35,1,2,1,19000,2389,16611
Existing Customer,45,2,College,Married,R60K - R80K,Blue,38,4,6,4,16611,0,16611
Existing Customer,42,3,Unknown,Married,R80K - R120K,Blue,36,5,2,2,18085,1487,16598
